__id,age,country,signup,__time,ltv,churn
160,41.00743,5,224.87480139515506,224.87480139515506,0,1
161,28.491665,0,187.18109090108518,187.18109090108518,496.48343,0
162,45.5848,0,326.12399623427405,326.12399623427405,1414.0996,0
163,45.00652,0,159.7947827707887,159.7947827707887,876.789,0
164,33.26759,5,294.5044976011834,294.5044976011834,136.69202,0
165,26.880074,1,295.1589802130132,295.1589802130132,355.33652,0
166,39.29729,4,177.5007553011715,177.5007553011715,389.35535,0
167,55.392654,5,8.804036819059801,8.804036819059801,0,1
168,40.88347,3,321.70434035988825,321.70434035988825,567.8947,0
169,34.898075,4,268.75507519197254,268.75507519197254,182.46002,0
170,52.965103,5,260.8020886051843,260.8020886051843,1296.0505,0
171,27.919651,3,50.9450264866164,50.9450264866164,165.8381,0
172,69.64279,0,24.09485375329943,24.09485375329943,0,1
173,47.406372,4,329.5217526975067,329.5217526975067,543.7097,0
174,69.81717,0,172.18045166047156,172.18045166047156,644.1575,0
175,35.54309,3,0.39182513665961816,0.39182513665961816,200.2908,0
176,32.114784,5,219.47776753934872,219.47776753934872,0,1
177,25.557405,1,279.870256317285,279.870256317285,0,1
178,28.062225,1,333.6752431608895,333.6752431608895,0,1
179,65.87491,3,238.4644429388137,238.4644429388137,0,1
180,50.393368,3,192.1192635904747,192.1192635904747,274.9171,0
181,34.45116,4,47.28021869181539,47.28021869181539,77.93221,0
182,20.147987,2,66.11194975507956,66.11194975507956,886.3564,0
183,62.55396,5,67.50234174792064,67.50234174792064,526.17664,0
184,27.260357,3,197.1462227956478,197.1462227956478,458.88367,0
185,45.015347,2,229.6485765625888,229.6485765625888,0,1
186,49.869576,4,47.53371653774272,47.53371653774272,656.5854,0
187,58.314373,4,66.99087508118022,66.99087508118022,0,1
188,21.873205,1,127.77290192881443,127.77290192881443,0,1
189,43.441277,1,338.0904809638687,338.0904809638687,390.92706,0
190,50.538383,3,306.10148365441165,306.10148365441165,164.75511,0
191,34.814346,5,282.05845679540124,282.05845679540124,631.0323,0
192,68.486946,2,17.600326386239573,17.600326386239573,650.26135,0
193,36.091156,1,99.2790454033217,99.2790454033217,22.7319,0
194,50.905994,1,309.1752770753341,309.1752770753341,0,1
195,68.14024,2,298.56493726208697,298.56493726208697,228.90714,0
196,59.559227,4,35.20102752082488,35.20102752082488,818.6686,0
197,44.519226,1,217.03788933488266,217.03788933488266,0,1
198,32.26988,4,237.00723433902462,237.00723433902462,69.37198,0
199,21.653889,0,342.22556334033476,342.22556334033476,44.340954,0
200,45.18367,1,152.96289283587618,152.96289283587618,0,1
201,30.578184,2,225.05388075892333,225.05388075892333,916.9803,0
202,39.531227,1,314.138170295924,314.138170295924,0,1
203,66.81181,0,43.008848520056375,43.008848520056375,0,1
204,33.242462,4,282.42455848190417,282.42455848190417,474.0077,0
205,60.38671,0,269.67302812839506,269.67302812839506,449.62222,0
206,58.202007,1,36.69992814595972,36.69992814595972,81.56608,0
207,31.890526,2,115.2241048257028,115.2241048257028,150.49886,0
208,32.86824,4,251.82264668659576,251.82264668659576,388.96863,0
209,50.858574,2,339.6696263826943,339.6696263826943,435.48456,0
210,50.281296,2,232.40655436126593,232.40655436126593,1224.2206,0
211,41.324722,3,30.771519901932397,30.771519901932397,0,1
212,24.792141,5,246.17163193464907,246.17163193464907,0,1
213,69.7274,3,242.2267288139061,242.2267288139061,0,1
214,55.624382,2,159.22291577367542,159.22291577367542,0,1
215,55.271114,3,64.80994843534772,64.80994843534772,0,1
216,61.571224,2,61.2604295469858,61.2604295469858,0,1
217,35.389225,4,228.3190331801709,228.3190331801709,0,1
218,34.353096,1,207.37860050219282,207.37860050219282,1309.8842,0
219,33.148693,0,13.797990335061405,13.797990335061405,0,1
220,46.830074,5,1.7002580399895328,1.7002580399895328,0,1
221,47.934624,4,57.45044200887808,57.45044200887808,0,1
222,61.76947,3,209.58404770328076,209.58404770328076,0,1
223,33.230297,3,109.00547579980892,109.00547579980892,161.11559,0
224,45.98779,3,83.92995736334993,83.92995736334993,0,1
225,43.34037,3,208.02223193803513,208.02223193803513,114.58055,0
226,66.55235,3,339.6794953470882,339.6794953470882,622.9653,0
227,33.002724,1,296.4755001897306,296.4755001897306,0,1
228,40.324448,0,123.03293968875083,123.03293968875083,0,1
229,44.482986,3,331.97433250552143,331.97433250552143,175.6486,0
230,47.532818,4,134.84442649391266,134.84442649391266,0,1
231,39.512295,0,173.02659417585593,173.02659417585593,1378.2097,0
232,22.178518,0,297.2050650188647,297.2050650188647,0,1
233,48.760952,5,282.1569659479915,282.1569659479915,459.87585,0
234,63.204594,5,38.7489375902217,38.7489375902217,393.13193,0
235,52.201103,0,327.86158539852704,327.86158539852704,0,1
236,60.372105,0,344.4012416726544,344.4012416726544,0,1
237,67.40702,0,187.07436029991007,187.07436029991007,761.1228,0
238,52.58807,0,29.205341010917895,29.205341010917895,503.56042,0
239,60.8776,5,284.43950171015814,284.43950171015814,0,1
240,38.54534,5,158.34878581084533,158.34878581084533,281.38995,0
241,23.188074,3,251.33599541462985,251.33599541462985,266.4676,0
242,42.78485,0,260.61277282865257,260.61277282865257,973.1663,0
243,44.38468,4,95.3478158636928,95.3478158636928,0,1
244,44.303032,3,5.837795384944,5.837795384944,0,1
245,33.81924,0,315.202711024181,315.202711024181,299.39307,0
246,26.82238,3,280.0974682279779,280.0974682279779,390.9458,0
247,50.348854,5,53.4700149768853,53.4700149768853,0,1
248,50.154778,2,67.10138141506752,67.10138141506752,466.524,0
249,32.799133,0,136.0438507702138,136.0438507702138,114.91833,0
250,19.74245,3,84.55680163275812,84.55680163275812,0,1
251,21.937729,4,81.26723880708545,81.26723880708545,0,1
252,63.94398,3,201.36012058487773,201.36012058487773,0,1
253,18.85968,4,103.99203438029761,103.99203438029761,134.39432,0
254,42.198666,3,110.22255639492468,110.22255639492468,0,1
255,46.091267,1,146.9171449811445,146.9171449811445,195.72224,0
256,20.54303,3,244.84462086028074,244.84462086028074,199.3596,0
257,28.357,1,330.4324637231884,330.4324637231884,37.361153,0
258,60.12139,0,65.19547930985048,65.19547930985048,0,1
259,35.188313,2,133.42988208384762,133.42988208384762,0,1
260,63.916218,2,200.27884657673644,200.27884657673644,0,1
261,54.482895,0,218.06294376971562,218.06294376971562,329.13126,0
262,39.90032,2,346.77050506430055,346.77050506430055,0,1
263,37.478954,1,197.6613266848212,197.6613266848212,74.95625,0
264,58.723396,1,112.84799889581014,112.84799889581014,395.84372,0
265,19.704266,3,118.6882468074662,118.6882468074662,0,1
266,33.982338,1,65.35891488812571,65.35891488812571,0,1
267,65.33136,1,294.724197796685,294.724197796685,323.72815,0
268,18.678406,3,199.0356141912043,199.0356141912043,139.98535,0
269,67.175186,0,341.59322597032786,341.59322597032786,264.1103,0
270,51.81474,5,325.9469358737498,325.9469358737498,0,1
271,38.075096,5,50.30791738049826,50.30791738049826,585.254,0
272,51.54649,4,56.608759048753264,56.608759048753264,0,1
273,25.47374,3,25.287254942027715,25.287254942027715,0,1
274,25.422375,5,299.3517653159725,299.3517653159725,225.48813,0
275,43.073925,3,27.209030112452815,27.209030112452815,0,1
276,52.38323,1,215.40005954271285,215.40005954271285,0,1
277,22.156296,2,119.10280995958112,119.10280995958112,0,1
278,47.345047,5,328.232719633943,328.232719633943,0,1
279,68.143486,1,288.85659833167637,288.85659833167637,0,1
280,33.95021,2,63.76274155139097,63.76274155139097,561.85144,0
281,52.275963,4,305.3018019012756,305.3018019012756,0,1
282,60.514694,0,93.78958616083321,93.78958616083321,726.2645,0
283,50.77037,3,43.502535453941825,43.502535453941825,0,1
284,57.18948,0,264.2801131892574,264.2801131892574,0,1
285,48.309296,3,215.20128397526972,215.20128397526972,57.72459,0
286,36.596115,2,178.3742798846418,178.3742798846418,0,1
287,18.94088,2,294.10252858100756,294.10252858100756,37.887978,0
288,43.079254,2,29.1288680252068,29.1288680252068,76.42178,0
289,37.3097,2,56.14563837492772,56.14563837492772,101.091866,0
290,35.022255,5,84.28602889790626,84.28602889790626,0,1
291,64.36675,3,148.77058144661967,148.77058144661967,112.82383,0
292,39.365044,5,254.10020997573668,254.10020997573668,310.1899,0
293,28.584394,1,242.6247780423303,242.6247780423303,0,1
294,41.872166,5,79.196391934292,79.196391934292,1589.7051,0
295,35.791183,1,61.14246979900633,61.14246979900633,51.78272,0
296,30.602943,3,242.03227106552174,242.03227106552174,0,1
297,48.117584,4,100.34662241785709,100.34662241785709,0,1
298,18.267159,2,172.0772864791699,172.0772864791699,652.4407,0
299,19.0806,2,324.2023601612458,324.2023601612458,0,1
300,18.25902,4,42.12003638116053,42.12003638116053,0,1
301,60.363773,1,310.5876098713332,310.5876098713332,735.37225,0
302,60.53267,3,305.3587702553372,305.3587702553372,0,1
303,68.56366,0,242.46260105645663,242.46260105645663,529.0303,0
304,37.614258,4,204.72660675359828,204.72660675359828,0,1
305,68.65306,3,110.20662443375365,110.20662443375365,0,1
306,52.676838,4,39.381209959058495,39.381209959058495,649.5473,0
307,43.603687,3,214.35448574849823,214.35448574849823,0,1
308,62.799458,4,116.23873189747368,116.23873189747368,0,1
309,28.651312,1,119.79458673753707,119.79458673753707,0,1
310,48.40671,1,272.75163386986094,272.75163386986094,695.2898,0
311,62.286568,2,125.74697194385911,125.74697194385911,0,1
312,25.75515,3,99.12092687902545,99.12092687902545,248.72972,0
313,67.444626,3,62.6255355125139,62.6255355125139,314.04303,0
314,53.95984,5,5.461101810348168,5.461101810348168,121.7146,0
315,41.241833,0,62.22640486221579,62.22640486221579,255.64563,0
316,50.006172,5,193.66088296968923,193.66088296968923,353.70517,0
317,46.53968,4,41.61250936286363,41.61250936286363,0,1
318,69.66101,3,246.71085718177713,246.71085718177713,0,1
319,64.44942,4,237.49906298559665,237.49906298559665,0,1
320,62.674927,0,182.838333096819,182.838333096819,0,1
321,27.448448,4,126.84816283377971,126.84816283377971,0,1
322,18.261314,0,242.54544767007454,242.54544767007454,1096.6464,0
323,61.771255,3,111.97373634378451,111.97373634378451,0,1
324,68.556046,3,167.55123871330102,167.55123871330102,520.7154,0
325,45.94525,3,258.37794292833655,258.37794292833655,308.60974,0
326,32.056675,4,251.94600899906072,251.94600899906072,82.89526,0
327,47.800407,4,212.98707509944683,212.98707509944683,0,1
328,27.7546,3,38.74596946358101,38.74596946358101,750.0484,0
329,63.277115,2,90.97750373690859,90.97750373690859,0,1
330,68.49812,3,93.81574525124547,93.81574525124547,0,1
331,56.544685,0,211.038040653348,211.038040653348,442.625,0
332,43.190357,4,52.45933628110677,52.45933628110677,0,1
333,27.21394,0,310.36843587391144,310.36843587391144,197.38353,0
334,49.831493,2,167.7220089404086,167.7220089404086,1311.648,0
335,29.021404,1,288.8088636591621,288.8088636591621,0,1
336,24.596603,0,24.503990630198636,24.503990630198636,866.44836,0
337,41.32888,4,304.6704051992632,304.6704051992632,0,1
338,26.137651,4,94.63965820811714,94.63965820811714,94.1544,0
339,31.805786,4,41.95103506596972,41.95103506596972,788.42554,0
340,44.816338,3,296.5296157183458,296.5296157183458,0,1
341,66.65485,4,196.53816334958813,196.53816334958813,624.70654,0
342,40.890335,1,223.8657122910236,223.8657122910236,0,1
343,23.71782,3,23.347259928243822,23.347259928243822,0,1
344,56.740856,3,143.29129889073874,143.29129889073874,190.01968,0
345,43.72493,4,247.950967974819,247.950967974819,0,1
346,40.083595,5,329.48825807602674,329.48825807602674,0,1
347,69.017975,4,6.960062327130778,6.960062327130778,16.000471,0
348,31.677761,0,192.69241506354825,192.69241506354825,572.0557,0
349,49.32985,4,210.11019814388635,210.11019814388635,418.03024,0
350,62.29937,4,198.84260675988708,198.84260675988708,0,1
351,67.76445,5,138.5811708003226,138.5811708003226,0,1
352,47.552383,4,82.62169538881248,82.62169538881248,0,1
353,29.00732,1,157.51434637237978,157.51434637237978,456.23712,0
354,62.838264,5,203.79481695560983,203.79481695560983,0,1
355,57.810474,1,152.07984370559637,152.07984370559637,0,1
356,22.01883,4,118.4906748813234,118.4906748813234,0,1
357,39.282753,5,4.506848693543275,4.506848693543275,614.5521,0
358,23.8724,0,109.21818889289642,109.21818889289642,0,1
359,19.524008,4,339.1647762180206,339.1647762180206,20.993334,0
360,21.674984,1,116.18302630000001,116.18302630000001,1297.7651,0
361,22.443954,1,294.73769407894594,294.73769407894594,354.6578,0
362,35.74285,4,3.0730029873878073,3.0730029873878073,0,1
363,60.76436,4,331.1317790002273,331.1317790002273,0,1
364,60.01139,2,336.6283406419453,336.6283406419453,1354.0858,0
365,67.970955,4,116.3086595197512,116.3086595197512,0,1
366,45.87823,2,79.60639094769279,79.60639094769279,210.47476,0
367,36.33787,0,314.05359074708366,314.05359074708366,608.93335,0
368,54.225204,0,347.7879618906331,347.7879618906331,534.147,0
369,41.43225,1,293.56026319249565,293.56026319249565,1087.8254,0
370,49.470856,4,174.82714038130237,174.82714038130237,735.3794,0
371,40.271664,2,7.59905236429984,7.59905236429984,235.10007,0
372,69.26646,2,341.59992450253304,341.59992450253304,0,1
373,68.78407,1,194.6032273757196,194.6032273757196,260.52332,0
374,63.117634,3,17.715128691000757,17.715128691000757,148.8045,0
375,41.750046,5,244.2979733949233,244.2979733949233,0,1
376,52.497696,3,44.44061190807631,44.44061190807631,374.71878,0
377,45.366722,2,305.7008509105047,305.7008509105047,563.2036,0
378,60.45257,5,79.81983193654555,79.81983193654555,0,1
379,20.137592,2,293.0154899176032,293.0154899176032,265.2273,0
380,64.101,1,299.71732194862483,299.71732194862483,350.11774,0
381,66.63898,2,45.683361505189644,45.683361505189644,0,1
382,43.29088,0,185.589175780542,185.589175780542,47.228436,0
383,41.79574,0,244.8161567060492,244.8161567060492,218.40889,0
384,45.238934,0,167.12268962488213,167.12268962488213,0,1
385,45.000736,1,296.82577554695945,296.82577554695945,782.87445,0
386,44.68241,5,163.86522112144795,163.86522112144795,247.78395,0
387,27.419743,1,12.660556230188435,12.660556230188435,139.47498,0
388,30.582531,5,23.52870576840116,23.52870576840116,843.34656,0
389,58.959435,0,47.03219508469717,47.03219508469717,1299.403,0
390,68.19768,3,189.47053493933643,189.47053493933643,675.5967,0
391,66.27841,3,201.54490906683216,201.54490906683216,932.23724,0
392,26.648266,3,170.0040326133012,170.0040326133012,181.87108,0
393,43.2628,2,236.32734522843018,236.32734522843018,360.3165,0
394,54.493954,0,160.30038812683492,160.30038812683492,592.1867,0
395,53.21297,2,232.45444934107894,232.45444934107894,0,1
396,62.71979,4,157.05070494441503,157.05070494441503,976.5521,0
397,57.585144,5,189.89128885462665,189.89128885462665,801.32086,0
398,39.350815,0,292.6860355453181,292.6860355453181,0,1
399,34.981766,0,174.2964101644708,174.2964101644708,638.98047,0
